vertex,Ajaponicus_BC,Ajaponicus_rank,Cauriga_BC,Cauriga_rank,Clunulatus_BC,Clunulatus_rank,Cstriatus_BC,Cstriatus_rank,Cvroliki_BC,Cvroliki_rank,Daruanus_BC,Daruanus_rank,Lkasmira_BC,Lkasmira_rank,Nplicata_BC,Nplicata_rank,Pcoelestis_BC,Pcoelestis_rank
1,3.097246758361437,94,1.7466750396601842,99.5,17.2489779177891,73,2.272606555765375,96,19.43749151009346,64.5,34.50349950478705,50.5,1.9353221942869276,96,0,58,3.4422416889342644,98.5
2,7.188820755294889,78,1.7466750396601842,99.5,9.318168425350288,89,5.3866278404934045,79,19.43749151009346,64.5,34.50349950478705,50.5,5.832936471809041,81,0,58,3.4422416889342644,98.5
3,0.8250011350516542,105,0.9174020153240837,109,1.7588824703608974,104.5,0.209010987889835,109,0.125,109,0,111.5,0.3844175017410112,108,0,58,0.7111842338531837,109
4,1.0453197069897184,104,0.9174020153240837,109,8.215840450704512,93.5,0.48345417395570955,106,0.125,109,0,111.5,0.8724886223570756,105,0,58,0.7111842338531837,109
5,2.854091981996236,95,1.7466750396601842,99.5,8.215840450704512,93.5,2.2843416710506514,95,0.125,109,0.49999999999999994,102.5,2.445864037307483,94,0,58,5.723275669870548,94
6,0.3338974042725132,110,0.9174020153240837,109,0,113,0.0732554939449175,113,0,113,0,111.5,0.07293004843281901,113,0,58,0.7111842338531837,109
7,43.90675785922537,18,127.58484990812532,8,103.0037127534283,19,67.18089584806738,14,215.0228192981404,11,252.1433177146001,13,56.51088218428486,14,0,58,88.15325513250316,16
8,4.6319646748439585,86,1.7466750396601842,99.5,20.852110010910234,66,4.609555856486696,83,201.1590699289613,14,0.49999999999999994,102.5,4.631252563379498,86,0,58,17.098940572873136,71.5
9,6.695724212358896,79,3.690950864365617,91,73.36914600299023,25,6.414077063823552,75,201.1590699289613,14,399.7511710429608,8.5,10.028167030763449,68,0,58,17.098940572873136,71.5
10,0,115,0,114,1.7588824703608974,104.5,0,115,0,113,0,111.5,0,115,0,58,0,115
11,0.4525640231092214,109,4.138874139934862,86.5,3.9143882834734525,100,0.207815734989648,111,0.21978021978021978,105,7.382907728050305,84,0.207815734989648,111,0,58,5.081361787075887,95
12,13.017978177851491,50,8.98418677906617,72,92.51254034082422,22,12.51368633814525,54,201.1590699289613,14,399.7511710429608,8.5,12.855982316843352,51,0,58,26.023220212062842,56
13,0.12179487179487178,113.5,1.4670406163033904,104.5,0,113,0.207815734989648,111,0.21978021978021978,105,3.2028892160471103,99.5,0.207815734989648,111,0,58,0.06707872144951714,113.5
14,72.39812161833007,9,123.34292470826088,11,403.31479439123854,3,85.10067072768962,8,259.10534325647774,10,244.19897260299044,14,80.20382291141925,7,0,58,325.6006923988339,3
15,13.062237462696643,49,4.138874139934862,86.5,96.96406210772456,21,6.310982875775547,77,62.56125888866354,44,140.77635017124453,28,9.21749257742147,72,0,58,28.958747514444866,52.5
16,3.982140330991216,89,4.138874139934862,86.5,15.131207742989282,77,1.094055214065278,101,81.97641520540533,39,16.903761712873642,70,5.299043331747831,82,0,58,28.958747514444866,52.5
17,0.1711484409310496,111.5,0,114,0.13333333333333333,109.5,0.03571428571428571,114,0.3894230769230769,103,0.47606837606837604,104.5,0.03571428571428571,114,0,58,0.15762902862294342,111
18,1.0501956683267382,103,4.138874139934862,86.5,28.42462335160888,54,1.050136943277804,103,3.8923351646495217,91,8.889903510046082,79,1.4282680626564193,101,0,58,8.456022818500696,88
19,0.12179487179487178,113.5,1.4670406163033904,104.5,0,113,0.207815734989648,111,0.21978021978021978,105,3.2028892160471103,99.5,0.207815734989648,111,0,58,0.06707872144951714,113.5
20,1.9027913563570211,101,2.377342774269277,95,13.771527780238147,81,0.6195287123041292,105,4.5978907202050765,90,17.99100225011419,69,0.5961884282403901,107,0,58,6.034900095404432,93
21,0.1711484409310496,111.5,0,114,0.13333333333333333,109.5,0.3970532305118771,107,1.1709747161549269,101,0.47606837606837604,104.5,0.3840011614401858,109,0,58,2.6364697367087286,103
22,14.448444758206154,47,4.138874139934862,86.5,60.1680901641711,32,8.236103355746165,72,93.7154657395129,33,3.4825729825729828,98,10.90625088038954,65,0,58,18.155176063218793,68
23,19.30705578404636,40,4.138874139934862,86.5,60.1680901641711,32,12.203517590691941,56,123.0377848108106,22,261.9632667749397,12,14.948352454826356,41,0,58,34.262350436115284,43.5
24,18.24931582038633,43,5.678018962311312,80.5,41.90884659767953,46,10.834505184062623,63.5,123.0377848108106,22,150.33324587735416,24.5,12.811304118026825,52,0,58,18.155176063218793,68
25,19.822456010707427,37,6.873842393029541,74,119.33805456610479,14,16.275511413315645,36,187.48515755352562,16,203.87760658822535,16,19.3399047755637,36,0,58,34.262350436115284,43.5
26,16.620530494109577,44,5.678018962311312,80.5,60.1680901641711,32,10.834505184062623,63.5,123.0377848108106,22,150.33324587735416,24.5,13.574748380290377,47,0,58,18.155176063218793,68
27,44.73064780122928,16,108.72927935127939,13,270.6910779612399,6,49.24242078959713,18,931.0680728833711,1,885.4309718929187,2,52.26955786293378,16,0,58,330.6244235886627,2
28,47.60211141422588,14,100.21516054330608,16,133.4860415654802,12,55.96193013251841,15,14.09102403400738,73,7.166980964241238,85,53.58117399413986,15,0,58,77.02630688360473,23
29,10.744676780899342,60,1.9822788575290153,97,13.771527780238147,81,10.324614373364456,66,33.920209791502785,55,114.61525692240113,31,11.296026608734813,61,0,58,3.384154394270512,100.5
30,43.36543667840832,19,104.44802032412044,15,88.47154427638083,23,49.601119221319955,17,15.313095963554394,72,8.45889272894712,81,50.33671063534977,17.5,0,58,84.75868043548998,17
31,2.6567201323541827,96,0.9103021579658874,111,13.771527780238147,81,1.0712434964716124,102,30.906961928254923,56,7.042246780810409,90,1.808446368094366,98,0,58,3.384154394270512,100.5
32,83.63615860710965,6,115.62345695444117,12,69.27720778264415,26,86.35641765064472,7,29.48395404448379,58,84.24478080373429,41,79.96299701658057,8.5,0,58,81.41022538471255,21
33,58.78307721389934,12,172.6747103742007,4,134.02903617652328,11,68.11182060689636,13,106.70588993188164,28,31.341226714728784,54,71.07730773563402,12,0,58,84.75112754535837,18
34,44.57815302502865,17,126.90448483405979,10,54.15703778491312,37,52.88325935321886,16,16.690456068977817,69,26.175771622293148,62,50.33671063534977,17.5,0,58,59.40450381487708,25
35,29.162002833726287,28,14.251511207989164,55,66.04123730880202,27,32.648583681063265,26,15.980385597150125,70,72.24191339046847,46,30.97603970416869,25,0,58,18.215137417723152,65
36,67.32503761490933,10.5,132.46717886576272,6,20.954450381690016,65,80.55945495740339,9.5,36.70064840733483,52.5,119.06189765781677,30,79.96299701658057,8.5,0,58,158.22209670570567,10
37,67.32503761490933,10.5,129.43238674674205,7,63.464900529127924,29,79.24448584968583,11,36.70064840733483,52.5,94.77377831112328,38,77.95128030596156,10,0,58,94.93586773804942,15
38,117.14758012918247,3,203.99349058633075,3,323.7380139889386,5,154.93788361784434,2,36.70064840733483,52.5,110.86493642652965,32,138.75000726248177,3,0,58,163.12808351878667,8
39,72.68689738125543,8,127.3569721589359,9,24.249838941334197,59,89.78429497468095,6,122.57132090157836,24,49.39697809750084,49,85.03747609200524,6,0,58,54.50859994322731,29
40,39.218331008285475,20,54.40332028706373,21,37.90323942503279,48,45.8050919817434,19,83.61388875220365,38,30.928991287086244,55,44.83996300664613,19,0,58,56.5754502186969,26
41,72.80878659561687,7,107.18446707101228,14,7.129197459462716,97,80.55945495740339,9.5,36.70064840733483,52.5,145.68205328061222,26,75.1388683264398,11,0,58,145.11222049680345,12
42,89.06804894241277,5,32.4576022618529,35,103.36757149699356,18,100.35071044289992,5,354.32445090064124,7,507.22910383902064,5,98.25693703427689,5,0,58,128.98721886032877,14
43,105.49992788324613,4,71.9142739823513,18,259.43891754336346,7,129.6361000849271,4,309.88098307991896,8,449.4738865539699,7,114.05872717849279,4,0,58,151.52411418602625,11
44,36.33825225750698,22,9.638240208634329,69,9.756982386231776,88,27.19196834543256,33,53.585705631642185,47,99.69526812119372,36.5,32.582215472727874,24,0,58,12.934620235138556,80
45,29.42462959394407,27,10.459611037373962,66,10.837327193547528,86,28.22185478622426,32,70.03487941348182,41.5,99.69526812119372,36.5,27.120451675605068,33,0,58,14.117135410054455,78
46,184.78553455829342,1,326.19707416094025,1,712.7212492446426,1,222.78341728959114,1,893.6884920461895,2,679.6235017959744,3,221.92704754409496,1,0,58,564.163714952543,1
47,32.19841746885126,24.5,19.4944486427456,48,24.30127807389964,58,29.756789467275585,28.5,89.26154431445342,35,142.69747297007348,27,33.917719816285626,21,0,58,17.079393078215585,73
48,32.19841746885126,24.5,12.506939914617668,59,35.39543900035643,50,29.756789467275585,28.5,89.26154431445342,35,165.58066597679834,20,28.804332152629918,30,0,58,19.241801320401525,62
49,12.963718175401075,51.5,5.338438398063413,82,6.458617405512964,98.5,11.351664269023328,59.5,2.602337467314248,98,5.333519274200419,93.5,10.824741932692275,66,0,58,7.853364212520648,90
50,24.489594046739136,31,5.759102627450829,79,12.49234661252488,83,19.447471025199746,35,70.03487941348182,41.5,13.491444290841285,76,17.244797531935728,37.5,0,58,15.477082455095855,76
51,124.27006675115568,2,204.3612874965733,2,155.1770748229686,10,146.25211964290446,3,432.0690304382778,5,327.0364531013909,10,141.26604582291688,2,0,58,224.97092724709742,5
52,20.997207857872453,35,9.539681905093177,70,17.695917902353628,71,14.475183482955675,46,89.26154431445342,35,19.45341225147404,67,17.244797531935728,37.5,0,58,19.111821744309324,63.5
53,12.963718175401075,51.5,5.8035947384153435,78,8.51497713613179,91,11.351664269023328,59.5,3.217201666582472,96,11.299619532165972,78,11.919649939339,58,0,58,8.758185354771143,87
54,13.723387576222054,48,10.795470354784209,63,22.533178218487922,63,13.85011460156677,49,11.158912677954081,74,27.299186102179533,60,12.877039080052784,50,0,58,19.111821744309324,63.5
55,8.39848270701384,74,5.830901925809919,77,6.458617405512964,98.5,7.832851988012055,73,2.15602277409553,99,5.333519274200419,93.5,7.2342489268170045,76,0,58,12.086407902821607,83
56,3.944039735432219,90,10.67538215933257,64,13.8680228386503,79,3.371455628428974,89,6.4777483444943815,83,12.227524297509875,77,3.135623626740985,91,0,58,24.21958898452766,60.5
57,4.582271715630356,87,11.331621050820907,61,18.69391098622043,68.5,2.364643326481815,92.5,5.862741468916447,85.5,18.10867945867301,68,3.135623626740985,91,0,58,25.88856627431405,58
58,2.1944364729392385,99,9.662103944802345,68,12.302255427669184,84,1.8995033720015104,97,4.625700529979223,89,8.30099314228262,82,1.6770549876324963,99,0,58,11.66505546423342,84
59,7.462168023236674,77,2.7428064492571895,94,3.338992607538243,101,4.7109368173855,82,1.1090166369578136,102,3.685546556258325,97,6.415821681715345,79,0,58,3.531918358080488,97
60,56.66527733203894,13,167.77013416298075,5,427.97361080123403,2,73.94328932689356,12,559.1721409537678,3,904.6440824103183,1,64.23809721640197,13,0,58,293.8747050945533,4
61,2.5425209610883477,97,11.331621050820907,61,18.69391098622043,68.5,2.364643326481815,92.5,5.862741468916447,85.5,15.65423550665757,72,2.0516314613613638,95,0,58,37.59085960315118,39
62,22.573385835875232,33.5,45.72373227637003,24,131.06095227958724,13,34.65595125336358,24.5,160.60403372313107,18,78.6761540293964,42,29.263093724208336,28.5,0,58,188.97194591590008,6
63,15.30110647671927,46,39.182685068268704,29,63.744436447957156,28,11.624172161084363,58,107.31735406196495,27,163.81632984763868,21.5,11.381803602492846,60,0,58,54.56879607393402,28
64,36.94928187334543,21,64.66016970098048,20,106.77691425975128,15.5,39.201170355521484,21.5,143.46854415535367,20,180.75034135896294,18.5,33.33239293238692,22.5,0,58,81.71938852654121,20
65,4.15484869162097,88,11.331621050820907,61,17.37363909909249,72,3.6723417284112836,87,9.077940906418991,78,21.35009636586665,66,3.135623626740985,91,0,58,24.21958898452766,60.5
66,31.188057090730755,26,68.36641183993184,19,106.77691425975128,15.5,39.201170355521484,21.5,166.0024747455364,17,23.492232673214737,65,33.33239293238692,22.5,0,58,77.96302631447094,22
67,3.8162277168396344,91,18.92295492798018,51,101.54548923112576,20,5.373221724290496,80,104.92295255140824,29,77.28367329300032,43,4.79769146129137,83,0,58,48.04168824917993,35
68,22.573385835875232,33.5,48.285595644233474,22,182.04693339494978,9,34.65595125336358,24.5,283.7543357949007,9,322.5033403462777,11,29.263093724208336,28.5,0,58,158.44097009347124,9
69,18.705947886327145,42,31.71206127716835,37,375.565875292584,4,14.548390876687405,45,473.27760727153566,4,523.0850450348698,4,17.12995064862803,39,0,58,185.3200122088121,7
70,8.89302848314981,71,34.40237642225984,32,51.04914893567878,41.5,8.818102800768768,69.5,100.89011003641966,31,163.81632984763868,21.5,9.383477267562395,71,0,58,49.093039173094404,31
71,33.896267482764905,23,34.201005724853545,33,60.798423910584994,30,34.674010155213864,23,55.34397180025999,46,15.917018393920662,71,30.11163542088694,26,0,58,54.82200490572926,27
72,11.622515468428288,53,33.356879935917334,34,51.04914893567878,41.5,12.841004990975023,53,120.09474339541538,25,103.2267535135564,34,12.553365677031106,53.5,0,58,44.03388636537432,36
73,47.13511877533091,15,72.46109829865814,17,211.99100215737894,8,41.18600543035965,20,205.82524447950067,12,180.75034135896294,18.5,34.98557918732808,20,0,58,144.89991069412727,13
74,9.747180104667361,66,2.8502605109880603,93,0,113,3.5716134815387344,88,0,113,0,111.5,7.128841225105338,77,0,58,2.992772278364499,102
75,15.79533147775391,45,40.70444185682547,26.5,52.9087900281994,38,14.253782424904868,47,102.74926792153151,30,55.88959722282734,48,12.553365677031106,53.5,0,58,50.31974420970931,30
76,19.644416641127926,38.5,39.21980703927711,28,14.183161085686613,78,15.724088991651001,38.5,3.5925987945951814,93,7.562134397872396,83,14.011780485599221,44,0,58,48.86750018393632,32
77,24.545256201804165,29.5,43.12290629708131,25,52.38263027879346,39,30.63531795105648,27,8.369234656967167,79,24.803980600518074,63,29.73681527840693,27,0,58,37.02254641143382,40
78,10.87685152052104,56.5,37.333938741294666,31,42.80083878732464,43,15.724088991651001,38.5,3.5925987945951814,93,7.129682036448126,87.5,14.011780485599221,44,0,58,40.892524804682026,38
79,9.791192878984837,65,32.42056631730209,36,52.160711637809825,40,9.97170558610883,67.5,98.96764529411091,32,30.546108643886036,58,11.034554967179766,62.5,0,58,35.33521236248334,41.5
80,8.634030960901516,73,25.32914983313071,43,41.946462889552244,45,8.818102800768768,69.5,67.37142467935746,43,24.797336058013954,64,8.944069837655158,73,0,58,35.33521236248334,41.5
81,19.644416641127926,38.5,46.23538050533627,23,34.36321079655943,51,14.737660081535322,43,9.096110963363627,76.5,30.6061970545295,56.5,16.984005508531002,40,0,58,18.107837181956057,70
82,24.545256201804165,29.5,38.296185413065444,30,40.45796695456062,47,29.486984279036044,30,42.45932668183497,49,30.6061970545295,56.5,28.759096443997386,31,0,58,25.558246764479726,59
83,10.87685152052104,56.5,31.340845220672602,38,18.850158927552084,67,15.724088991651001,38.5,7.304076154517346,81,8.50193947929058,80,14.011780485599221,44,0,58,43.27073161311742,37
84,10.87685152052104,56.5,28.387324618178667,41,36.80074963830533,49,12.415661662895548,55,3.5925987945951814,93,7.129682036448126,87.5,12.466301570133103,56.5,0,58,32.33987846701476,47
85,10.87685152052104,56.5,28.38585029897089,42,24.83167905875366,56,15.724088991651001,38.5,7.304076154517346,81,13.619295413451805,74.5,14.011780485599221,44,0,58,33.519455575864285,45
86,23.84470143750204,32,19.113550360997557,49.5,54.528094117862835,36,28.615575405392715,31,156.0248007913937,19,99.8566279491161,35,27.87330265169156,32,0,58,82.17866531692584,19
87,10.87685152052104,56.5,23.180283047200515,45,30.24137229447027,53,14.051855965440453,48,7.304076154517346,81,7.129682036448126,87.5,14.011780485599221,44,0,58,29.752829272640913,51
88,9.686542118047718,69,18.605291492552958,52,42.179780677149,44,9.97170558610883,67.5,9.476907138316074,75,6.358712931211408,91,11.034554967179766,62.5,0,58,31.82938771293664,49.5
89,10.87685152052104,56.5,23.181110395800662,44,7.371146522757852,96,14.737660081535322,43,5.455708436020911,87,14.30415593330202,73,13.136363441470996,48.5,0,58,25.95503563447703,57
90,19.879751528362355,36,40.70444185682547,26.5,58.97569073826682,34,22.779817728447906,34,18.058842059266226,67,6.085471668686327,92,24.144516510692306,34,0,58,62.44561495930984,24
91,9.686542118047718,69,18.604277915228792,53,31.081559539324203,52,13.105427055324775,51.5,23.48096657497228,62,7.129682036448126,87.5,12.466301570133103,56.5,0,58,31.82938771293664,49.5
92,9.686542118047718,69,16.179843796048303,54,21.51377898894314,64,13.105427055324775,51.5,15.66756384630843,71,13.619295413451805,74.5,11.626598811719163,59,0,58,27.43242878574775,55
93,10.221751301673452,63,30.15408938414851,40,23.320723861258454,61,13.341752840871067,50,28.726172278988297,59.5,88.29674013770745,39.5,12.495659644734179,55,0,58,18.197637670838102,66
94,5.907436584022093,80,21.11743812431064,47,56.43613175961187,35,7.070451700275481,74,120.00898425614825,26,209.7855059283829,15,6.8609579041175195,78,0,58,32.30446545930012,48
95,10.221751301673452,63,30.366628041872353,39,8.3833848721267,92,14.737660081535322,43,18.19289298505034,66,31.76822435816989,52.5,13.136363441470996,48.5,0,58,14.565924466534806,77
96,1.8497581232574496,102,0.3626353367745003,112,0,113,0.24481768231768236,108,0,113,0,111.5,1.2497324103994698,102,0,58,0.1,112
97,10.221751301673452,63,12.946198556577258,56,16.357080374781003,74,11.781039610318244,57,9.096110963363627,76.5,31.76822435816989,52.5,11.018153079498475,64,0,58,7.669552639576259,91
98,19.242095514173982,41,19.113550360997557,49.5,103.44177889398091,17,15.619518354137536,41,357.2786077660546,6,493.4819730517784,6,21.57260204950045,35,0,58,48.181362294100175,33.5
99,8.723630118636224,72,12.783537722001135,57,23.320723861258454,61,11.102299823167506,62,40.41902243096888,50,59.20049404778684,47,10.792337252328918,67,0,58,8.212021068647365,89
100,7.746920762419272,75,9.939904430542109,67,24.59066050319797,57,5.730160858541796,78,43.2916320846624,48,201.43497428373504,17,7.758001669363911,75,0,58,27.84395862608433,54
101,4.879577962396069,83,12.556412819104839,58,86.81597117308682,24,4.948670038504734,81,86.51020959462284,37,163.709111197409,23,4.464680933828183,87,0,58,48.181362294100175,33.5
102,4.868310402749163,84,7.873319512758376,73,10.103174823928942,87,4.180373136874914,85,21.417263989874552,63,76.41676984689302,44.5,4.766275964589669,84,0,58,13.732798445473883,79
103,7.53568158515416,76,9.072407739472538,71,23.320723861258454,61,8.579061692949464,71,29.86374986193902,57,27.040306145863664,61,8.697480388820901,74,0,58,32.99564269449455,46
104,9.70060607290232,67,22.505359757335526,46,17.872120327812134,70,11.176922161624637,61,28.726172278988297,59.5,88.29674013770745,39.5,9.904195907970468,70,0,58,16.148079999951644,75
105,0.8137199656854804,106,1.9911958125041418,96,2.0351703851703853,103,0.9120673789235538,104,1.3123088367274411,100,0,111.5,0.7451893386255705,106,0,58,1.3934181609614158,106
106,3.770333592598122,92,6.342146989039201,75,8.665001215406406,90,2.3193926513588226,94,17.86060944677478,68,76.41676984689302,44.5,1.829899853625457,97,0,58,9.97687991074924,85
107,5.392105816143839,82,3.0122889119399097,92,16.193639148242475,75.5,4.076457030418399,86,24.119057217091147,61,27.936101697588505,59,3.7817153063325195,89,0,58,12.784688208098785,81.5
108,3.4408329550339802,93,4.62121561905731,83,16.193639148242475,75.5,4.335428928757297,84,61.06397979803898,45,110.6173915762152,33,3.997600855780912,88,0,58,9.162185710534,86
109,0.6611423430712758,107.5,1.418157359962805,106,0.29402497144432627,107,1.1114084234127666,99.5,0.2007734600689591,107,0.34363160722445396,106.5,0.946714689099139,103.5,0,58,1.80430963215992,105
110,5.406778803920033,81,10.632696427842008,65,26.683030635311166,55,6.339018933905059,76,79.44391622415061,40,132.8627770564552,29,6.196509855932634,80,0,58,16.557401583115887,74
111,2.0572991304184947,100,1.7280789870126279,102,2.481461564784497,102,1.5490882972000848,98,5.184761731986735,88,1.3205965477822414,101,1.4406948868387284,100,0,58,2.107741230966165,104
112,10.53671157051043,61,4.065096996990072,90,0.25,108,10.41628301573217,65,0,113,0,111.5,9.910725102412066,69,0,58,3.6454323778172353,96
113,4.733824792404557,85,1.4795685189672423,103,11.671181247120662,85,2.7578990050661996,91,6.050132879680363,84,5.239794513471816,95,4.725409134133851,85,0,58,12.784688208098785,81.5
114,0.6611423430712758,107.5,1.1875464121879167,107,1.34015650761205,106,1.1114084234127666,99.5,3.1046433832773883,97,0.34363160722445396,106.5,0.946714689099139,103.5,0,58,1.3793604964879371,107
115,2.246081334816725,98,6.024754072352319,76,7.924939192604975,95,2.904183377459862,90,3.469418818139989,95,4.943338496074169,96,2.947746192014119,93,0,58,7.437859105081308,92
